iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2012,3,6,Balochistan,Uch,28.629159,68.616381,"03/06/2012: Assailants attacked a Frontier Corps (FC) patrol in Uch area, Balochistan province, Pakistan. Seven attackers were killed and nine injured when the soldiers returned fire. There were no reported military casualties, and no group claimed responsibility for the attack.",Armed Assault,Military,Frontier Corps (FC),Patrol,Pakistan,Unknown,Unknown Gun Type,7,9
2012,3,9,Federally Administered Tribal Areas,Khar Kamar,32.964722,69.813889,"03/09/2012: Assailants ambushed a security convoy in the Khar Kamar area of the Federally Administered Tribal Areas, Pakistan. In the ensuing clash, nine attackers and seven soldiers were killed, while two people were injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Armed Assault,Military,Pakistan Armed Forces,Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",16,2
2012,3,10,Federally Administered Tribal Areas,Khyber district,33.960767,71.077739,"03/10/2012: Assailants attacked a convoy of Pakistani soldiers in the Alam Godar area of Khyber Agency, Federally Administered Tribal Areas, Pakistan. In the ensuing clash, four soldiers and 40 attackers were killed. No group claimed responsibility for this attack.",Armed Assault,Military,Pakistan Armed Forces,Convoy,Pakistan,Unknown,Unknown Gun Type,44,7
2012,3,10,Balochistan,Dera Bugti,29.034935,69.158979,"03/10/2012: Gunmen shot and killed six members of a pro-government peace militia in Dera Bugti district, Balochistan province, Pakistan. No group claimed responsibility for this attack.",Armed Assault,Terrorists/Non-State Militia,Aman Lashkars,Militia Members,Pakistan,Unknown,Unknown Gun Type,6,0
2012,3,11,Khyber Pakhtunkhwa,Badaber,33.923611,71.561111,"03/11/2012: A suicide bomber detonated an explosive device at a funeral service in Badaber village, Khyber Pakhtunkhwa province, Pakistan. A spokesperson from Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating that the intended target was Deputy Speaker of Khyber Pakhtunkhwa Assembly Khushdil Khan. Khan escaped the attack unhurt, but 18 other people were killed and 35 wounded.",Bombing/Explosion,Government (General),Provincial Assembly of Khyber Pakhtunkhwa,Deputy Speaker: Khushidil Khan,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),18,35
2012,3,14,Federally Administered Tribal Areas,Kotki,34.920942,71.623948,"03/14/2012: A remotely triggered explosive device targeted a civilian vehicle in the town of Kotki, Federally Administered Tribal Areas, Pakistan. The vehicle was parked near a meeting of tribal elders. Five people were killed and two wounded in the attack, for which Tehrik-i-Taliban Pakistan (TTP) claimed responsibility.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Tribal Elders,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,5,2
2012,3,14,Federally Administered Tribal Areas,Kotki,34.920942,71.623948,"03/14/2012: An explosive device detonated in Kotki town, Federally Administered Tribal Areas, Pakistan. The blast targeted members of an anti-Taliban militia who were traveling in a bus. Six of the militia members were killed, and three others were injured. No group claimed responsibility for this attack.",Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Militia Members,Pakistan,Unknown,Remote Trigger,6,3
2012,3,18,Federally Administered Tribal Areas,Miran Shah,32.999081,70.065163,"03/18/2012: Assailants attacked a military check post in Miran Shah town, Federally Administered Tribal Areas, Pakistan. One soldier was killed in the attack, and four assailants were killed when the soldiers returned fire. No group claimed responsibility for this incident.",Armed Assault,Military,Pakistan Armed Forces,Checkpoint,Pakistan,Unknown,Unknown Gun Type,5,0
2012,3,24,Federally Administered Tribal Areas,Khadizai,33.640689,70.775759,"03/24/2012: Assailants attacked the Johar security check post in Khadezai area, Federally Administered Tribal Areas, Pakistan. In the ensuing clash, three soldiers and 10 attackers were killed, and five people were wounded. No group claimed responsibility for this attack; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Military,Pakistan Armed Forces,Johar Security Checkpoint,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",13,5
2012,3,23,Federally Administered Tribal Areas,Sandapal,33.825361,70.847724,"03/23/2012: A suicide bomber targeted a mosque frequented by Lashkar-e-Islam (LI) in Sandapal area, Federally Administered Tribal Areas, Pakistan. Fourteen people were killed and an unknown number wounded. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Religious Figures/Institutions,Unknown,Mosque,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),14,
2012,3,29,Balochistan,Quetta,30.209304,67.018137,"03/29/2012: Gunmen on motorcycles fired on a vehicle carrying Shiite civilians in Quetta city, Balochistan province, Pakistan. At least six of the vehicle's passengers were killed, and two were injured. A spokesperson for Jandullah claimed responsibility for the attack, stating that the victims were targeted because they were Shiites.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Jundallah (Pakistan),Automatic Weapon,6,2
2012,3,30,Federally Administered Tribal Areas,Khadizai,33.640689,70.775759,"03/30/2012: Assailants attacked a paramilitary checkpoint and killed two soldiers in Khadizai area, Federally Administered Tribal Areas, Pakistan. The soldiers retaliated with heavy weapons and artillery, killing at least 21 attackers. At least 11 people were injured. No group claimed responsibility for this attack; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Unknown,Military,Pakistan Armed Forces,Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),,23,11
2012,4,2,Federally Administered Tribal Areas,Bazai,34.567793,71.480221,"04/02/2012: Assailants attacked a Pakistani military post in Bazai district, Federally Administered Tribal Areas, Pakistan. Four soldiers and 13 assailants were killed in the attack, while five other people were wounded and seven soldiers were kidnapped. The outcome of the kidnapping is unknown. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Hostage Taking (Kidnapping),Military,Frontier Corps (FC),Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Automatic Weapon,17,5
2012,4,3,Gilgit-Baltistan,Giglit,35.918057,74.289269,"04/03/2012: Assailants attacked civilians on six buses in Giglit area, Gilgit-Baltistan province, Pakistan. Nine civilians were killed, and the buses were set on fire. No group claimed responsibility for the incident.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Pilgrims,Pakistan,Unknown,Unknown Gun Type,9,0
2012,4,3,Gilgit-Baltistan,Giglit,35.918057,74.289269,"04/03/2012: Assailants threw a grenade and opened fire on an Ahle-Sunnat Wal Jamat rally in Gilgit area, Gilgit-Baltistan province, Pakistan. At least six people were killed and more than 50 others injured in the attack. No group claimed responsibility for this incident.",Armed Assault,Religious Figures/Institutions,Ahle Sunnat Wal Jamaat (ASWJ),Rally,Pakistan,Unknown,Grenade,6,51
2012,4,4,Khyber Pakhtunkhwa,Jamrud,34.00012,71.383252,"04/04/2012: An explosive device detonated near a civilian van in Jamrud town, Khyber Pakhtunkhwa province, Pakistan. Seven people were killed and two others wounded. No group claimed responsibility for this incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Unknown,Remote Trigger,7,2
2012,4,5,Sindh,Karachi,24.893056,67.195278,"04/05/2012: A suicide bomber in an explosives-laden car detonated near a Senior Superintendent of Police (SSP) at a market in Malir district, Sindh province, Pakistan. The SSP, Rao Anwar, was not wounded in the attack; however, five people, including police officers, were killed and 14 others injured. Tehrik-e-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that the senior police officer was targeted in retaliation for torture he had conducted on imprisoned members of the group.",Bombing/Explosion,Police,Pakistani Police,Convoy of Senior Official: Rao Anwar,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,5,14
2012,4,8,Federally Administered Tribal Areas,Khapiyanga,33.69013,70.356187,"04/08/2012: Twenty assailants attacked a Frontier Corps (FC) checkpost in Khapiyanga area, Lower Kurram province, Pakistan. Two soldiers and four assailants were killed in the attack. No group claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Checkpost,Pakistan,Unknown,Automatic Weapon,6,0
2012,4,9,Balochistan,Quetta,30.209304,67.018137,"04/09/2012: Four assailants opened fire on Shiite Muslims at a shoe store in Quetta city, Balochistan province, Pakistan. Six civilians were killed and three others injured in the attack. Lashkar-e-Jhangvi claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Lashkar-e-Jhangvi,Automatic Weapon,6,3
2012,4,14,Balochistan,Quetta,30.209304,67.018137,"04/14/2012: Assailants opened fire on Shiite Muslims in a car on Brewery Road in Quetta city, Balochistan province, Pakistan. Six people were killed in the attack. This was part of a string of attacks on members of the Hazara community, three of which occurred in Quetta on this day. Lashkar-e-Jhangvi claimed responsibility for most of the incidents.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Lashkar-e-Jhangvi,Unknown Gun Type,6,0
2012,5,1,Balochistan,Quetta,30.209304,67.018137,"05/01/2012: An explosives-laden vehicle detonated targeting a Frontier Corps (FC) convoy in Quetta city, Balochistan province, Pakistan. Five people were killed and 10 injured in the blast, while four FC vehicles and four auto rickshaws were damaged. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,5,10
2012,5,4,Federally Administered Tribal Areas,Khar,34.730041,71.521948,"05/04/2012: A suicide bomber exploded at a security checkpoint near a market in Khar town, Federally Administered Tribal Areas, Pakistan. At least 21 people, including the bomber, were killed and 40 injured in the blast; over a dozen shops were also damaged. Tehrik-i-Taliban Pakistan (TTP) stated that it carried out the attack in order to kill a local chief and deputy of a tribal police force.",Bombing/Explosion,Police,Pakistani Police,Checkpoint,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),21,40
2012,5,6,Federally Administered Tribal Areas,Miran Shah,32.999081,70.065163,"05/06/2012: Assailants attacked a Frontier Constabulary (FC) convoy with assault rifles and rocket-propelled grenades in Miranshah town, North Waziristan Agency, Federally Administered Tribal Areas, Pakistan. Nine soldiers and three attackers were killed in the attack, and nine soldiers were wounded. Two additional soldiers were then kidnapped and killed the next day. No group claimed responsibility for the attack; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Police,Frontier Constabulary (FC),Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",14,9
2012,5,14,Balochistan,Quetta,30.209304,67.018137,"05/14/2012: An explosives-laden vehicle detonated near two Frontier Corps (FC) vehicles in Quetta city, Balochistan province, Pakistan. Six people, including two paramilitary soldiers, were killed and 58 people injured in the blast; numerous vehicles and buildings were also damaged. The Baloch Republican Army (BRA) claimed responsibility for the attack.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Baloch Republican Army (BRA),Vehicle,6,58
2012,5,14,Khyber Pakhtunkhwa,Bara,33.917778,71.464444,"05/14/2012: Assailants attacked a security checkpost in Qambarabad area, Khyber Agency, Federally Administered Tribal Areas, Pakistan. Two soldiers were injured and eight assailants killed in the ensuing gunfire. Lashkar-e-Islam (Pakistan) claimed responsibility for the attack.",Armed Assault,Military,Frontier Corps (FC),Convoy,Pakistan,Lashkar-e-Islam (Pakistan),Unknown Gun Type,8,2
2012,5,22,Sindh,Karachi,24.893446,67.028349,"05/22/2012: Assailants threw grenades and opened fire on an Awami Tehrik political rally in Karachi city, Sindh province, Pakistan. Nine civilians were killed and 35 wounded in the assault. No group claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,Awami Tehreek Party,Rally,Pakistan,Unknown,Grenade,9,35
2012,5,25,Sindh,Qazi Ahmed,26.307306,68.098451,"05/25/2012: Five assailants opened fire on a passenger bus on the National Highway close to the Qazi Ahmed area of Nawabshah city, Shaheed Benazir Abad district, Sindh province, Pakistan. The five assailants boarded the bus and instructed all the Sindhi riders to vacate before opening fire on the remaining passengers. At least nine people were killed and another 30 injured in the assault. According to pamphlets found at the scene of the attack, the Sindhu Desh Liberation Army (SDLA) claimed responsibility for the incident, stating that they carried it out in retaliation for the killing of Muzaffar Bhutto, head of Jeay Sindh Muttahida Mahaz (JSMM).",Armed Assault,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Sindhu Desh Liberation Army (SDLA),Unknown Gun Type,9,30
2012,6,3,Balochistan,Quetta,30.165686,67.00178,"06/03/2012: Assailants on two motorcycles opened fire on a shop on Sirki Road in Satellite Town neighborhood, Quetta city, Balochistan province, Pakistan. Five people were killed in the attack, including four members of the Shiite Hazara community. As the assailants were fleeing, they also shot at a police patrol, killing one police officer and injuring another. No group claimed responsibility for the incident.",Armed Assault,Business,Unknown,Welding Shop,Pakistan,Unknown,Automatic Weapon,6,1
2012,6,4,Khyber Pakhtunkhwa,Bara,33.91956,71.46229,"06/04/2012: Assailants threw hand grenades and explosives at the Akakhel Amn Lashkar paramilitary office in Bara tehsil, Federally Administered Tribal Areas, Pakistan. Although the attack happened at night, members of the Akakhel Amn Lashkar were on site at the time of the incident; at least 14 people were injured in the blast, and seven assailants were killed in return fire. Lashkar-e-Islam (Pakistan) claimed responsibility for the incident.",Bombing/Explosion,Terrorists/Non-State Militia,Aman Lashkar,Office,Pakistan,Lashkar-e-Islam (Pakistan),Grenade,7,14
2012,6,4,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,"06/04/2012: Assailants attacked the Salala military checkpoint in Mohamand Agency, Federally Administered Tribal Areas, Pakistan. At least one soldier and 20 assailants were killed in the ensuing clash. In addition, three more soldiers and an unknown number of attackers were injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Salala Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Automatic Weapon,21,3
2012,6,5,Gilgit-Baltistan,Gilgit,35.918091,74.289803,"06/05/2012: Assailants threw a hand grenade at a rally being held by Ahle Sunnat wal Jamaat (ASWJ) in Gilgit city, Gilgit-Baltistan province, Pakistan. Six people were killed in the explosion, and approximately 50 were injured. No group claimed responsibility for the incident.",Bombing/Explosion,Religious Figures/Institutions,Ahle Sunnat Wal Jamaat (ASWJ),Rally,Pakistan,Unknown,Grenade,6,50
2012,6,7,Balochistan,Quetta,30.165686,67.00178,"06/07/2012: An explosive device attached to a bicycle detonated at the Jamia Islamia Maftah-ul-Uloom seminary in Satellite Town, Balochistan province, Pakistan. The explosion took place during a graduation ceremony, killing at least 14 people and injuring another 40. No group claimed responsibility for the incident.",Bombing/Explosion,Educational Institution,Jamia Islamia Maftah-ul-Uloom Seminary,Graduation Ceremony,Pakistan,Unknown,Remote Trigger,14,40
2012,6,8,Khyber Pakhtunkhwa,Gulbela,34.119318,71.651019,"06/08/2012: An explosive device attached to a passenger bus detonated in Gulbela area, Peshawar city, Khyber Pakhtunkhwa province, Pakistan. The bus was transporting government employees at the time of the blast; 19 people were killed, 40 were injured, and the bus was destroyed. No group claimed responsibility for the incident; however, sources suspected that Tehrik-i-Taliban Pakistan (TTP) was involved.",Bombing/Explosion,Government (General),Government of Pakistan,Bus,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,19,40
2012,6,11,Balochistan,Dringarh,29.90265,66.753111,"06/11/2012: An explosive device attached to a motorcycle detonated in the vicinity of a passenger bus in Dringarh area near Quetta city, Balochistan province, Pakistan. The bus was carrying Shiite pilgrims; at least six people were killed and another 50 injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Transportation,Unknown,Bus,Pakistan,Unknown,Vehicle,6,50
2012,6,16,Khyber Pakhtunkhwa,Dhoda,33.47483,71.48759,"06/16/2012: An explosive device hidden in a pushcart detonated in Dhoda area, Khyber Pakhtunkhwa province, Pakistan. The blast was targeting a police van; six police officers were killed and an unknown number of police and civilians injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Bombing/Explosion,Police,Pakistani Police,Vehicle,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,6,
2012,6,16,Federally Administered Tribal Areas,Landi Kotal,34.0989,71.14978,"06/16/2012: An explosives-laden vehicle detonated in the Market area of Landi Kotal town, Federally Administered Tribal Areas, Pakistan. At least 25 people were killed and another 50 injured in the blast. The explosion also damaged surrounding buildings. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Unknown,Vehicle,25,50
2012,6,18,Balochistan,Quetta,30.219157,66.995823,"06/18/2012: A suicide bomber detonated an explosives-laden vehicle near a government official's house as a university bus carrying Shiite students passed by in Quetta city, Balochistan province, Pakistan. In addition to the bomber, at least four people were killed and another 40 injured in the blast. Lashkar-e-Jhangvi claimed responsibility for the incident.",Bombing/Explosion,Educational Institution,Balochistan University of Information Technology and Management Sciences (BUITMS),Bus,Pakistan,Lashkar-e-Jhangvi,Vehicle,5,40
2012,6,22,Khyber Pakhtunkhwa,Upper Dir district,35.165524,72.046816,"06/22/2012: Afghan assailants attacked a Levies checkpost in the Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. At least one assailant and one police officer were killed and two officers were injured in the ensuing firefight. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault,Police,Levies Forces,Checkpost,Pakistan,Taliban,Unknown Gun Type,16,2
2012,6,23,Balochistan,Sariab,30.079884,66.992893,"06/23/2012: Assailants on motorcycles opened fire on a laundry shop in the Sariab area of Quetta city, Balochistan province, Pakistan. Eight people were killed and another person injured in the attack. No group claimed responsibility for the incident.",Armed Assault,Business,Unknown,Laundry Shop,Pakistan,Unknown,Automatic Weapon,8,1
2012,6,24,Khyber Pakhtunkhwa,Upper Dir district,35.165524,72.046816,"06/24/2012: Assailants attacked a Pakistani military convoy in Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. Approximately six soldiers and 14 assailants were killed as a result of the clash. In addition, at least 11 soldiers were kidnapped, and seven of the captive soldiers were later beheaded. The Afghan Taliban claimed responsibility for the incident, stating that they would continue fighting ""until the establishment of sharia law in Pakistan.""",Hostage Taking (Kidnapping),Military,Pakistan Army,Soldiers,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,27,
2012,6,25,Khyber Pakhtunkhwa,Upper Dir district,35.165524,72.046816,"06/25/2012: Assailants attacked three Pakistani military posts in Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. At least six soldiers and 15 assailants were killed and an unknown number injured in the attacks. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Armed Assault,Military,Pakistan Army,Patrol,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,21,
2012,6,27,Balochistan,Sibi,29.547291,67.871513,"06/27/2012: An explosive device planted under a tea stall detonated targeting the Jaffar Express train at the Sibi railway station in Sibi city, Balochistan province, Pakistan. At least five people were killed and another 15 injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Transportation,Jaffar Express Train,Train,Pakistan,Unknown,Remote Trigger,5,15
2012,6,27,Khyber Pakhtunkhwa,Barawal,35.09,71.765,"06/27/2012: Assailants attacked a security checkpoint in Barawal tehsil, Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. At least seven assailants were killed and three others injured in the clash. No group claimed responsibility for the incident; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Military,Pakistan Armed Forces,Security forces,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,7,3
2012,6,28,Balochistan,Hazar Ganji,30.090268,66.933276,"06/28/2012: A suicide bomber detonated an explosives-laden vehicle targeting a bus carrying Shiite pilgrims in the Hazaraganji area of Quetta city, Balochistan province, Pakistan. In addition to the bomber, at least 13 people were killed and another 20 injured in the attack. Lashkar-e-Jhangvi claimed responsibility for the incident, stating that they executed the attack ""in retaliation for the recent bombing of a madrassa and a Tablighi Jammat centre in Quetta.""",Bombing/Explosion,Private Citizens & Property,Not Applicable,Pilgrims,Pakistan,Lashkar-e-Jhangvi,Vehicle,14,20
2012,6,28,Khyber Pakhtunkhwa,Bara,33.917778,71.464444,"06/28/2012: An explosive device detonated, targeting a Frontier Corps (FC) security convoy in Bara tehsil, Khyber agency, Federally Administered Tribal Areas, Pakistan. At least eight soldiers were killed and another three injured in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Unknown,Remote Trigger,8,3
2012,6,29,Khyber Pakhtunkhwa,Upper Dir district,35.165524,72.046816,"06/29/2012: Assailants opened fire on a security checkpoint in the Karkay area of Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. At least six assailants were killed in the return fire. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Karakar Checkpost,Pakistan,Unknown,Unknown Gun Type,6,0
2012,7,1,Khyber Pakhtunkhwa,Upper Dir,35.19766,71.874921,"07/01/2012: Assailants attacked a security checkpost in Sabir Killy village, Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. Six attackers died in the incident, but the number of people injured is unknown. No group claimed responsibility for the incident; however, intelligence officials attributed it to the Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM).",Armed Assault,Military,Pakistan Armed Forces,Checkpost,Pakistan,Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM),Unknown Gun Type,6,
2012,7,6,Balochistan,Turbat,26.00354,63.060873,"07/06/2012: Gunmen fired at a bus near Turbat city, Balochistan province, Pakistan. Eighteen people died and two others sustained injuries in the attack. The Baloch Liberation Tigers (BLT) claimed responsibility for the incident, stating that the civilians had been targeted for their Punjab ethnicity.",Armed Assault,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Baloch Liberation Tigers (BLT),Unknown Gun Type,18,2
2012,7,7,Balochistan,Soorang,30.157285,67.213067,"07/07/2012: Assailants kidnapped seven coal miners from the Soorang area of Balochistan province, Pakistan. The bodies of the victims were found after they had been shot and left on the side of a road near the Degari area on July 12, 2012. The Baloch Liberation Army (BLA) claimed responsibility for the kidnapping.",Hostage Taking (Kidnapping),Business,Unknown,Coal Miner,Pakistan,Baloch Liberation Army (BLA),Unknown Gun Type,7,0
2012,7,9,Punjab,Wazirabad,32.44548,74.111252,"07/09/2012: Gunmen attacked a security camp in Wazirabad city, Punjab province, Pakistan. At least seven soldiers and police officers were killed and five more were injured in the attack. This was the first of two coordinated attacks. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Armed Assault,Military,Pakistan Army,Camp,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Grenade,7,5
2012,7,12,Punjab,Lahore,31.533102,74.320674,"07/12/2012: Gunmen attacked a hostel housing prison staff in Ichra area, Punjab province, Pakistan. Nine prison staff members from Khyber Pakhtunkhwa province died and nine others suffered injuries in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating that they sought revenge for the mistreatment and torture of prisoners by staff in Khyber Pakhtunkhwa.",Armed Assault,Police,Punjab Jail Academy,Prison Guard Trainees,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Grenade,9,9
2012,7,12,Federally Administered Tribal Areas,Kitkoot,34.835555,71.316111,"07/12/2012: Approximately 100 assailants attacked a village in the Kitkot area of the Federally Administered Tribal Areas, Pakistan. The attackers from Afghanistan crossed into Pakistan to carry out the violence, in which at least 14 fighters died and 10 houses were burned. An unknown number of people were injured and kidnapped during the fighting. The assailants left the captives behind as they retreated. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating the Pakistani government's continued alliance with the United States was the reason for the incident.",Hostage Taking (Barricade Incident),Terrorists/Non-State Militia,Unknown,Militia Members,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",14,
2012,7,13,Balochistan,Kuchlak,30.354275,66.945189,"07/13/2012: An explosive device detonated at an Awami National Party (ANP) rally in Kuchlak town, Balochistan province, Pakistan. Seven people died and at least 10 others were injured in the blast. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Awami National Party (ANP),Rally,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,7,10
2012,7,17,Khyber Pakhtunkhwa,Thal,33.370043,70.54496,"07/17/2012: Assailants fired rockets at an army checkpost in Thal area, Khyber Pakhtunkhwa province, Pakistan. No fatalities were reported in the rocket fire; however, five of the assailants were killed when Pakistani forces returned fire. No group claimed responsibility for the incident, but security sources suspected Tehrik-i-Taliban Pakistan (TTP).",Bombing/Explosion,Military,Pakistan Army,Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",5,0
2012,7,18,Federally Administered Tribal Areas,Sepoy,33.646099,71.301111,"07/18/2012: An explosive device planted along a road detonated in Sepoy area, Federally Administered Tribal Areas, Pakistan. The explosion targeted a civilian van, killing the 14 passengers aboard. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating that the victims were targeted for being Shiites.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Land Mine,14,0
2012,7,18,Khyber Pakhtunkhwa,Arandu,35.31,71.55,"07/18/2012: Assailants attacked military checkpoints in Arandu area, Khyber Pakhtunkhwa province, Pakistan. The attackers came from across the Afghanistan border. At least six of the assailants died and three Pakistani security personnel were injured in the incident. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Armed Assault,Military,Pakistan Armed Forces,Checkposts,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",6,3
2012,7,21,Balochistan,Gwadar,25.126389,62.3225,"07/21/2012: Assailants attacked a coast guard checkpoint in Gwadar city, Balochistan province, Pakistan. Eight security officers died and four others were injured in the attack. The Baloch Liberation Front claimed responsibility for the incident in a phone call.",Armed Assault,Military,Pakistan Coast Guards (PCG),Checkpoint,Pakistan,Baloch Liberation Front (BLF),"Projectile (rockets, mortars, RPGs, etc.)",8,4
2012,7,21,Federally Administered Tribal Areas,Spin Thal,33.348384,70.53988,"07/21/2012: A suicide bomber detonated an explosives-laden vehicle in Spin Thal town, Federally Administered Tribal Areas, Pakistan. The attack targeted the compound of an anti-Tehrik-i-Taliban Pakistan (TTP) leader, Nabi Hanfi. Although Hanfi survived the attack, at least 10 people died and 20 were injured in the blast. The TTP claimed responsibility for the incident, stating that Hanfi was targeted for having turned against the TTP.",Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Militia Leader: Nabi Hanfi,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,10,20
2012,7,23,Khyber Pakhtunkhwa,Barawal,35.090278,71.764444,"07/23/2012: At least 40 assailants attacked the Tharpana Kandao security checkpoint in Barawal tehsil, Upper Dir district, Khyber Pakhtunkhwa province, Pakistan. At least 16 assailants were killed in the clash. No group claimed responsibility for the incident.",Unknown,Military,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,,16,0
2012,7,25,Federally Administered Tribal Areas,Dabori,33.7075,71.002222,"07/25/2012: Assailants attacked a Frontier Corps (FC) security post in the Dabori area of Orakzai Agency, Federally Administered Tribal Areas, Pakistan. At least 13 people, including three FC members and 10 assailants, were killed in the attack, and seven other soldiers were injured. No group claimed responsibility for the incident; however, a source attributed it to the Taliban.",Armed Assault,Military,Frontier Corps (FC),Checkpost,Pakistan,Taliban,Unknown Gun Type,13,7
2012,7,25,Khyber Pakhtunkhwa,Sepaye,33.533859,71.055748,"07/25/2012: An explosive device planted along a road detonated, targeting a passenger vehicle in Sepaye village, Hangu district, Khyber Pakhtunkhwa province, Pakistan. At least 13 people were killed and another four injured in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Vehicle,Pakistan,Unknown,Remote Trigger,13,4
