iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2013,6,30,Khyber Pakhtunkhwa,Badaber,33.914019,71.553286,"06/30/2013: An explosive device planted in a car detonated in Badaber village, Khyber Pakhtunkhwa province, Pakistan. The explosion targeted a Frontier Corps (FC) convoy, killing 20 civilians and injuring 50 other people, including soldiers. Additionally, ten vehicles and several shops were destroyed. No group claimed responsibility for the incident; however, the police attributed it to Tehrik-i-Taliban Pakistan (TTP).",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,20,0
2013,6,30,Balochistan,Quetta,30.177166,66.96627,"06/30/2013: A suicide bomber detonated in Quetta city, Balochistan province, Pakistan. The assailant was attempting to enter the Ali Abu Talib mosque on a bicycle when he detonated. The resulting blast killed 31 civilians and injured 55 other people. Lashkar-e-Jhangvi claimed responsibility for this incident.",Bombing/Explosion,Religious Figures/Institutions,Ali Abu Talib Mosque,Mosque,Pakistan,Lashkar-e-Jhangvi,Suicide (carried bodily by human being),32,0
2013,7,3,Khyber Pakhtunkhwa,Shamshatoo,33.836457,71.736757,"07/03/2013: Assailants attacked the Kishan Ganga Frontier Constabulary (FC) checkpost near Shamshatoo area, Khyber Pakhtunkhwa province, Pakistan. Six FC personnel were killed and 10 were injured. Additionally, 10 militants were also killed. Two FC personnel were kidnapped; they were subsequently found beheaded on July 4, 2013. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Hostage Taking (Kidnapping),Police,Frontier Constabulary (FC),Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,16,0
2013,7,4,Federally Administered Tribal Areas,Boya,32.960327,69.932141,"07/04/2013: A suicide bomber detonated an explosives-laden vehicle near a Frontier Corps (FC) checkpost in Boya area, Federally Administered Tribal Areas, Pakistan. Five FC personnel were killed and eight were injured. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Frontier Corps (FC),Checkpost,Pakistan,Unknown,Vehicle,6,0
2013,7,6,Punjab,Lahore,31.564897,74.308684,"07/06/2013: An explosive device detonated at the Bokhara Restaurant in Lahore city, Punjab province, Pakistan. The blast killed five people and injured 50 others; property was also damaged. The Baloch Liberation Tigers (BLT) claimed responsibility for the attack.",Bombing/Explosion,Business,Bokhara Restaurant,Restaurant,Pakistan,Baloch Liberation Tigers (BLT),Time Fuse,5,0
2013,7,7,Balochistan,Quetta,30.181994,66.957103,"07/07/2013: A suicide bomber detonated an explosive device near a mosque in Hazara Town in Quetta city, Balochistan province, Pakistan. At least 28 people were killed and 70 others were wounded. Lashkar-e-Jhangvi claimed responsibility for this attack.",Bombing/Explosion,Religious Figures/Institutions,Unknown,Shiite Mosque,Pakistan,Lashkar-e-Jhangvi,Suicide (carried bodily by human being),29,0
2013,7,8,Khyber Pakhtunkhwa,Doaba,33.42503,70.737233,"07/08/2013: A suicide bomber detonated an explosives-laden motorcycle near the convoy of a tribal elder in Doaba village, Hangu district, Khyber Pakhtunkhwa province, Pakistan. The target, Malik Habibullah Khan, was not in the vehicle; however, in addition to the bomber, eight people were killed and 10 were injured in the explosion. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Elder: Malik Habibullah Khan,Pakistan,Unknown,Vehicle,9,0
2013,7,24,Sindh,Sukkur,27.705415,68.847513,"07/24/2013: Assailants attacked the Inter-Services Intelligence (ISI) agency in Sukkur town, Sindh province, Pakistan. The attack involved suicide bombers who detonated an explosives-laden car, as well as other explosive devices. The assailants also engaged authorities in an exchange of gunfire. At least seven people were killed and at least 38 others were injured in the attack. Ahmed Marwat, spokesperson for the Jundullah faction of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that the attack was in retaliation for the recent killing of Waliur Rehman, a fellow TTP operative, and also for drone strikes in the region.",Bombing/Explosion,Government (General),Inter-Services Intelligence (ISI),Office,Pakistan,Jundallah (Pakistan),Vehicle,7,0
2013,7,26,Federally Administered Tribal Areas,Parachinar,33.899273,70.100484,"07/26/2013: A suicide bomber detonated an explosives-laden motorbike at Parachinar Bazaar in Parachinar town, Federally Administered Tribal Areas, Pakistan. This was one of two bombings that occurred minutes apart in the market on this day. At least 61 people, including two suicide bombers, were killed and 151 were injured across both blasts. Ansarul Mujahideen claimed responsibility for the incident, stating that the attack was in revenge for violence against Sunnis in Syria and Iraq.",Bombing/Explosion,Private Citizens & Property,Unknown,Bazaar,Pakistan,Mujahideen Ansar,Vehicle,31,0
2013,7,26,Federally Administered Tribal Areas,Parachinar,33.899273,70.100484,"07/26/2013: A suicide bomber detonated an explosives-laden motorbike at Parachinar Bazaar in Parachinar town, Federally Administered Tribal Areas, Pakistan. This was one of two bombings that occurred minutes apart in the market on this day. At least 61 people, including two suicide bombers, were killed and 151 were injured across both blasts. Ansarul Mujahideen claimed responsibility for the incident, stating that the attack was in revenge for violence against Sunnis in Syria and Iraq.",Bombing/Explosion,Private Citizens & Property,Unknown,Bazaar,Pakistan,Mujahideen Ansar,Vehicle,30,0
2013,7,27,Balochistan,Gwadar,25.126389,62.3225,"07/27/2013: Assailants armed with rocket-propelled grenades and automatic weapons attacked a Pakistani Coastguard checkpost in Suntesar village, Gwadar district, Balochistan province, Pakistan. Seven coastguard personnel were killed and seven more were injured in the attack. Additionally, two coast guard personnel were reportedly kidnapped. The outcome of the kidnapping is unknown. The Baloch Liberation Front (BLF) claimed responsibility for the incident.",Hostage Taking (Kidnapping),Military,Pakistan Coast Guards (PCG),Checkpost,Pakistan,Baloch Liberation Front (BLF),"Projectile (rockets, mortars, RPGs, etc.)",7,0
2013,7,27,Khyber Pakhtunkhwa,Spin Tal,33.366449,70.546475,"07/27/2013: Assailants attacked a Frontier Constabulary (FC) checkpost in Spin Tal town, Hangu district, Khyber Pakhtunkhwa province, Pakistan. At least ten people, two FC police officers and eight attackers, were killed in the assault; 24 people were also injured. No group claimed responsibility for the incident.",Armed Assault,Police,Frontier Constabulary (FC),Checkpost,Pakistan,Unknown,Grenade,10,0
2013,7,29,Khyber Pakhtunkhwa,Dera Ismail Khan,31.823759,70.9095,"07/29/2013: Assailants attacked a prison with automatic weapons and explosives in Dera Ismail Khan town, Khyber Pakhtunkhwa province, Pakistan. At least four prisoners and two police officers were killed and eight others were wounded; six assailants were also killed by return fire. More than 200 prisoners escaped the prison during the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Bombing/Explosion,Police,Pakistani Police,Central Prison,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),12,0
2013,7,31,Federally Administered Tribal Areas,Dara Adam Khel,33.686639,71.508422,"07/31/2013: Assailants opened fire on a Frontier Corps (FC) checkpoint near Dara Adam Khel village, Federally Administered Tribal Areas, Pakistan. Two FC personnel and eight assailants were killed and three FC personnel were injured in the attack. No group claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Checkpoint,Pakistan,Unknown,Unknown Gun Type,10,0
2013,8,5,Balochistan,Mach,29.866667,67.333333,"08/05/2013: Assailants attacked a convoy of passenger buses traveling to Punjab province and abducted 22 passengers from Mach town, Kachi district, Balochistan province, Pakistan. At least 14 hostages were killed and their bodies were discovered in a nearby ravine on August 6, 2013; the remaining abductees were released unharmed after they were identified as native Baloch residents, according to the assailants. Meerak Baloch, spokesperson for the Baloch Liberation Army (BLA), claimed responsibility for the incident, stating that they killed half of their hostages because these individuals were allegedly members of the Pakistani intelligence and security services.",Hostage Taking (Kidnapping),Military,Pakistan Army,Official,Pakistan,Baloch Liberation Army (BLA),"Projectile (rockets, mortars, RPGs, etc.)",14,0
2013,8,7,Sindh,Karachi,24.869404,66.995823,"08/07/2013: An explosives-laden motorcycle detonated near Jhatpat market in Lyari town, Karachi city, Sindh province, Pakistan. The blast targeted Javed Nagori, a Member of the Provincial Assembly. Eleven children were killed and 24 other people, including Nagori, were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Government (General),Provincial Assembly of Sindh,Member: Javed Nagori,Pakistan,Unknown,Vehicle,11,0
2013,8,7,Balochistan,Unknown,28.490733,65.095779,"08/07/2013: Assailants beheaded 13 people in Balochistan province, Pakistan. No other information was provided.",Armed Assault,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Unknown,Unknown Gun Type,13,0
2013,8,8,Balochistan,Quetta,30.205674,67.010314,"08/08/2013: An assailant detonated an explosive vest outside of a mosque holding the funeral of a police officer in Quetta city, Balochistan province, Pakistan. In addition to the bomber, at leat 38 people were killed and 50 others were wounded in the attack. This was the second of two coordinated attacks. The first attack led to the death of the police officer earlier in the day. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Police,Pakistani Police,Commanders,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),39,0
2013,8,9,Balochistan,Quetta,30.204487,67.006195,"08/09/2013: Gunmen opened fire on a mosque in Quetta city, Balochistan province, Pakistan. The attack targeted former provincial minister, Ali Madad Jatak. Jatak was unharmed in the shooting; however, 11 people died and 31 others were injured. No group claimed responsibility for the incident.",Armed Assault,Government (General),Government of Pakistan,Former Provincial Minister: Ali Madad Jatak,Pakistan,Unknown,Unknown Gun Type,11,0
2013,8,13,Balochistan,Bolan district,29.211389,67.7325,"08/13/2013: Gunmen opened fire on a Frontier Corps (FC) patrol in Bolan district, Balochistan province, Pakistan. Five assailants were killed when the soldiers returned fire. No group claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Patrol,Pakistan,Unknown,Automatic Weapon,5,0
2013,8,27,Federally Administered Tribal Areas,Sararogha,32.51899,70.025246,"08/27/2013: Four suicide bombers and other armed assailants attacked a security checkpost in Sararogha town, Federally Administered Tribal Areas, Pakistan. In addition to the bomber, at least three attackers and two Pakistani security force members were killed while nine security force members were injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Military,Pakistan Army,Security Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),6,0
2013,8,31,Balochistan,Mand,26.115009,62.041359,"08/31/2013: Assailants attacked a Frontier Corps (FC) patrol in the Dokob area of Mand district, Balochistan province, Pakistan. The soldiers retaliated, killing at least seven assailants and wounded 11 others. The Baloch Liberation Front (BLF) claimed responsibility for the attack in a call to local media.",Armed Assault,Military,Frontier Corps (FC),Patrol,Pakistan,Baloch Liberation Front (BLF),Unknown Gun Type,7,0
2013,9,1,Federally Administered Tribal Areas,Boya,32.96083,69.91806,"09/01/2013: A roadside bomb detonated near a Pakistani military convoy on Miranshah-Datakhel Road in Boya area, Federally Administered Tribal Areas, Pakistan. At least nine Pakistani soldiers were killed and 20 others were injured in the blast. Abu Baseer, a spokesperson for Mujahideen Ansar, claimed responsibility for the attack, stating that it was in retaliation for a drone strike the previous day, which killed four members of the Turkistan Islamic Party.",Bombing/Explosion,Military,Pakistan Army,Convoy,Pakistan,Mujahideen Ansar,Remote Trigger,9,0
2013,9,6,Khyber Pakhtunkhwa,Mattani,33.79455,71.558111,"09/06/2013: Assailants opened fire on a minibus of civilians on Kohat road in Mattani area, Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Five people were killed and one person was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Transportation,Unknown,Minibus,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Automatic Weapon,5,0
2013,9,6,Punjab,Jasooki,32.479122,73.981534,"09/06/2013: Four assailants opened fire on the house of a Shiite leader in Jasooki village, Gujrat district, Punjab province, Pakistan. The leader, Phal Shah, and six others were killed, while four people were injured in the attack. No group claimed responsibility for the incident; however, Shiite community members attributed the attack to the Punjabi Taliban and to Lashkar-e-Jhangvi.",Armed Assault,Religious Figures/Institutions,Unknown,Shiite Religious Scholar: Phal Shah,Pakistan,Punjabi Taliban,Automatic Weapon,7,0
2013,9,22,Khyber Pakhtunkhwa,Peshawar,34.00372,71.544288,"09/22/2013: Two suicide bombers detonated outside of All Saints Church in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. In addition to the two bombers, at least 85 people were killed and another 131 people were injured. Ahmed Marwat, a spokesperson for Jundallah, claimed responsibility stated that they attacked the church because Christians are enemies of Islam and that non-Muslims in Pakistan would be targeted in the future as long as drone strikes persist.",Bombing/Explosion,Religious Figures/Institutions,All Saints Church,Church,Pakistan,Jundallah (Pakistan),Suicide (carried bodily by human being),87,0
2013,9,22,Khyber Pakhtunkhwa,Lower Dir district,34.851148,71.919924,"09/22/2013: Approximately 15 assailants attacked a Pakistani security forces patrol in Lower Dir district, Khyber Pakhtunkhwa province, Pakistan. Twelve assailants were killed and two security personnel were injured in the clash. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Patrol,Pakistan,Unknown,Unknown Gun Type,12,0
2013,9,23,Balochistan,Pishin district,30.689888,67.091918,"09/23/2013: An explosive device planted underneath a police van detonated on Quetta-Chaman highway near Saranan area, Pishin district, Balochistan province, Pakistan. At least five people, including four police officers, were killed and another five were injured in the blast. Shahidullah Shahid, spokesperson for Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that they carried out the attack ""to avenge [the] killing of our men by the army in a recent staged encounter.""",Bombing/Explosion,Police,Pakistani Police,Van,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,5,0
2013,9,25,Khyber Pakhtunkhwa,Jani Khel,32.798611,70.506389,"09/25/2013: Assailants used rockets and firearms to assault a security checkpoint in Jani Khel village, Khyber Pakhtunkhwa province, Pakistan. Five assailants were killed in the attack while one security force personnel was injured. This was one of two similar attacks in Jani Khel on this day. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",5,0
2013,9,27,Khyber Pakhtunkhwa,Peshawar,34.00372,71.544288,"09/27/2013: An explosive device detonated inside a passenger bus carrying Civil Secretariat employees in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. At least 17 people were killed and another 33 were injured in the blast. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack and stated that it was carried out in retaliation for the abuse and torture of TTP members in Pakistani jails.",Bombing/Explosion,Government (General),Civil Secretariat,Employee Transport Bus,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,17,0
2013,9,28,Balochistan,Panjgur district,26.730893,64.145994,"09/28/2013: Assailants opened fire on a Frontier Corps (FC) patrol in Panjgur district, Balochistan province, Pakistan. At least nine people, including four soldiers and five assailants, were killed and two soldiers were injured in the assault. The Baloch Republican Army (BRA) claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Patrol,Pakistan,Baloch Republican Army (BRA),Unknown Gun Type,9,0
2013,9,29,Khyber Pakhtunkhwa,Peshawar,34.00372,71.544288,"09/29/2013: An explosives-laden vehicle detonated at the Khwani Bazaar in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. At least 43 people were killed and another 101 were injured in the blast. No group claimed responsibility; however, sources suspect that Tehrik-i-Taliban Pakistan (TTP) was behind the attack.",Bombing/Explosion,Private Citizens & Property,Khawni Bazaar,Bazaar,Pakistan,Unknown,Vehicle,43,0
2013,10,3,Khyber Pakhtunkhwa,Hangu district,33.546327,71.0757,"10/03/2013: A suicide bomber detonated at the militia compound of Nabi Hanfi in Hangu district, Khyber Pakhtunkhwa province, Pakistan. Following the blast, assailants also opened fire on the compound. In addition to the bomber, at least 17 people were killed and 22 others were injured in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that groups that failed to support their ideology and fought against the TTP would be targeted.",Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Compound of Militia Leader: Nabi Hanfi,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,18,0
2013,10,10,Balochistan,Quetta,30.197083,67.015178,"10/10/2013: An explosive device attached to a motorcycle detonated outside of a police station in Liaquat Bazaar, Quetta city, Balochistan province, Pakistan. At least six people were killed and 31 people were injured in the blast. The United Baloch Army (UBA) claimed responsibility for the incident.",Bombing/Explosion,Police,Pakistani Police,Quetta City Police Station,Pakistan,United Baloch Army (UBA),Vehicle,6,0
2013,10,16,Khyber Pakhtunkhwa,Kulachi,31.928599,70.458899,"10/16/2013: A suicide bomber detonated at Isarullah Khan Gandapur's residence in Kulachi town, Khyber Pakhtunkhwa province, Pakistan. Gandapur, the provincial Minister of Law, and at least seven other people were killed, and at least 31 others were injured in the blast. Mujahideen Ansar claimed responsibility for the incident and stated that the attack was carried out to avenge the death of several of its members in a jailbreak in July.",Assassination,Government (General),"Pakistani Ministry of Law, Justice, and Human Rights",Provincial Minister: Isarullah Khan Gandapur,Pakistan,Mujahideen Ansar,Suicide (carried bodily by human being),9,0
2013,10,21,Balochistan,Nasirabad district,28.59189,68.039822,"10/21/2013: A Jaffar Express train struck an explosive device on the tracks in Nasirabad district, Balochistan province, Pakistan. The blast derailed the train and at least six people were killed and 18 others were wounded. The Baloch Republican Army (BRA) claimed responsibility for this attack.",Bombing/Explosion,Transportation,Pakistan Railways,Jaffar Express,Pakistan,Baloch Republican Army (BRA),Unknown Explosive Type,6,0
2013,10,28,Federally Administered Tribal Areas,Miranshah,32.999081,70.065163,"10/28/2013: Assailants attacked a Pakistan Armed Forces checkpost in Miran Shah town, Federally Administered Tribal Areas, Pakistan. At least nine assailants were killed in the incident. No group claimed responsibility for the attack.",Unknown,Military,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,,9,0
2013,10,29,Balochistan,Zain,28.95,69.066667,"10/29/2013: Assailants opened fire at the private residence of Dodha Khan in Zain village, Balochistan province, Pakistan. Khan, a tribal elder, and six of his family members were killed and four others were injured in the assault. No group claimed responsibility for the incident.",Armed Assault,Private Citizens & Property,Not Applicable,Tribal Elder: Dodha Khan,Pakistan,Unknown,Automatic Weapon,7,0
2013,10,30,Federally Administered Tribal Areas,Sarwekai,34.009722,71.054722,"10/30/2013: A roadside bomb detonated as a military vehicle was passing by in Sarwekai village, Federally Administered Tribal Areas, Pakistan. At least five soldiers were killed and two other soldiers were wounded in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Pakistan Armed Forces,Vehicle,Pakistan,Unknown,Unknown Explosive Type,5,0
2013,10,30,Balochistan,Quetta,30.209459,67.018173,"10/30/2013: An explosive device attached to a bicycle detonated near an auto parts market in the Double Road area of Quetta city, Balochistan province, Pakistan. The explosion caused a fire, which ignited a gas cylinder, causing a second blast. At least five people were killed and 17 people were injured in the blasts. No group claimed responsibility for the incident.",Bombing/Explosion,Business,Unknown,Automotive Rapir Shop,Pakistan,Unknown,Sticky Bomb,5,0
2013,11,1,Balochistan,Mach,29.866667,67.33333,"11/01/2013: Four assailants opened fire on a vehicle carrying Hazara coal workers in Pindar area, Mach town, Balochistan province, Pakistan. Six people were killed and another person was injured as a result of the attack. Jaish-e-Islam claimed responsibility for the incident, stating that it was in retaliation for a security operation targeting the group.",Armed Assault,Private Citizens & Property,Not Applicable,Hazara Coal Mine Workers,Pakistan,Jaish-e-Islam,Automatic Weapon,6,0
2013,11,13,Sindh,Karachi,24.867945,66.918443,"11/13/2013: Assailants, including two would-be suicide bombers, opened fire on police in the Maripur area of Karachi city, Sindh province, Pakistan. Six perpetrators were killed and three officers suffered minor injuries in the ensuing clash. No group claimed responsibility for the incident; however, authorities stated that the assailants were members of Lashkar-e-Jhangvi who were on their way to carry out an attack when they were stopped by police.",Bombing/Explosion,Police,Pakistani Police,Officers,Pakistan,Lashkar-e-Jhangvi,Vehicle,6,0
2013,11,15,Punjab,Rawalpindi,33.598394,73.044135,"11/15/2013: Assailants opened fire on a Shiite procession near a mosque in Rawalpindi city, Punjab province, Pakistan. Eight people were killed and at least 31 others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed it to Sunnis.",Armed Assault,Private Citizens & Property,Not Applicable,Shiite Procession,Pakistan,Sunni Muslim extremists,Unknown Gun Type,8,0
2013,11,19,Federally Administered Tribal Areas,Mir Ali,32.970624,70.277821,"11/19/2013: A suicide bomber in an explosives-laden vehicle detonated near the vehicle of Qari Saifuddin, a local Taliban commander, in Mir Ali town, Federally Administered Tribal Areas, Pakistan. In addition to the bomber, Saifuddin and six others traveling with him were killed. No group claimed responsibility for the attack.",Bombing/Explosion,Terrorists/Non-State Militia,Taliban,Members,Pakistan,Unknown,Vehicle,8,0
2013,11,20,Federally Administered Tribal Areas,Shawa,33.256111,70.487289,"11/20/2013: A suicide bomber in an explosives-laden vehicle detonated at a Frontiers Corps (FC) base in Shawa village, Federally Administered Tribal Areas, Pakistan. At least four FC soldiers were killed and another 12 were injured in the blast. Ansarul Mujahideen claimed responsibility for the incident.",Bombing/Explosion,Military,Frontier Corps (FC),Checkpost,Pakistan,Mujahideen Ansar,Vehicle,5,0
2013,12,18,Federally Administered Tribal Areas,Mir Ali,32.970704,70.278036,"12/18/2013: A suicide bomber detonated an explosives-laden vehicle at a military checkpoint in Mir Ali town, Federally Administered Tribal Areas, Pakistan. In addition to the assailant, five soldiers were killed and 34 other people were wounded in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that the attack was in retaliation for the death of the group's leader, Hakimullah Mehsud. Hizb al-Tahrir al-Islami (HT) and Mujahideen Ansar also claimed responsibility for the incident.",Bombing/Explosion,Military,Pakistan Army,Khajori Checkpoint,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,6,0
2013,12,18,Federally Administered Tribal Areas,Mir Ali,32.970704,70.278036,"12/18/2013: Assailants attacked a military convoy in Mir Ali town, Federally Administered Tribal Areas, Pakistan. The troops responded, killing 23 of the assailants in ensuing clashes. Additionally, at least three people were injured. This was one of two coordinated attacks in which the convoy was responding to an earlier suicide attack on a checkpoint in the area. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Convoy,Pakistan,Unknown,Unknown Gun Type,23,0
2013,12,23,Balochistan,Turbat,26.004167,63.060556,"12/23/2013: Assailants stormed a construction site in Buleda neighborhood, Turbat city, Balochistan province, Pakistan. At least six people, including five assailants and one Frontier Corps (FC) soldier, were killed and two assailants were wounded in the assault. The Baloch Republican Army (BRA) claimed responsibility for the incident.",Armed Assault,Business,Unknown,Construction Site,Pakistan,Baloch Republican Army (BRA),Automatic Weapon,6,0
2014,1,1,Balochistan,Dera Bugti,29.033333,69.15,"01/01/2014: Assailants stormed the home of a pro-government village elder in Haftah Wali area, Dera Bugti town, Balochistan province, Pakistan. Seven people were killed and another person was wounded in the attack. No group claimed responsibility for the incident.",Armed Assault,Private Citizens & Property,Not Applicable,Village Elder: Duda Khan Bugti,Pakistan,Unknown,Unknown Gun Type,7,0
2014,1,7,Sindh,Karachi,24.86,67.01,"01/07/2014: Assailants kidnapped six men at the Ayub Shah Bukhari shrine in Gulshan-e-Maymar neighborhood, Karachi city, Sindh province, Pakistan. The victims were killed when their throats were slit several hours after the kidnapping. Additionally, a portion of the shrine and a wall were damaged in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, warning that others should not visit shrines.",Hostage Taking (Kidnapping),Private Citizens & Property,Not Applicable,Shrine Visitors,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Knife or Other Sharp Object,6,0
2014,1,7,Khyber Pakhtunkhwa,Peshawar,34.014975,71.58049,"01/07/2014: Assailants threw three grenades at a cinema which was showing a pornography film in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Thirteen civilians were killed in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Business,Peshawar Cinema,Movie Theater,Pakistan,Unknown,Grenade,13,0
2014,1,8,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,"01/08/2014: Assailants attacked a military checkpost in the Ladha area, South Waziristan agency, Federally Administered Tribal Areas, Pakistan. Ten assailants and three soldiers were killed in the attack. Additionally, at least five other people were injured in the violence. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Green Ridge Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,13,0
2014,1,8,Khyber Pakhtunkhwa,Peshawar,34.014975,71.58049,"01/08/2014: Assailants attacked a residence in Masho Khel village, Peshawar city, Khyber Pakhtunkhwa province, Pakistan. The home belonged to the brother of a deceased special forces police inspector. Nine relatives of the former officer were killed in the attack. No group claimed responsibility for the incident.",Hostage Taking (Barricade Incident),Police,Pakistani Police,Family of Officer,Pakistan,Unknown,Grenade,9,0
2014,1,11,Punjab,Mustafabad,30.776463,73.698502,"01/11/2014: Gunmen on motorcycles opened fire on the vehicle of Masood Bhatti in Mustafabad town, Okara district, Punjab province, Pakistan. Bhatti, a Pakistan Tehreek-e-Insaf political candidate, and four other people were killed in the shooting. No group claimed responsibility for the attack.",Assassination,Violent Political Party,Pakistan Tehreek-e-Insaaf (PTI),Local Leader: Masood Bhatti,Pakistan,Unknown,Automatic Weapon,5,0
2014,1,16,Khyber Pakhtunkhwa,Peshawar,34.011119,71.574157,"01/16/2014: An explosive device detonated during prayers at the Tablighi Markaz preaching center in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. At least eight people were killed and at least 61 others were wounded as a result of the blast. This was one of two explosive devices planted at Tablighi Markaz on this day. No group claimed responsibility for the incidents.",Bombing/Explosion,Religious Figures/Institutions,Tablighi Markaz Mosque,Islamic Preaching Center,Pakistan,Unknown,Time Fuse,8,0
2014,1,17,Khyber Pakhtunkhwa,Peshawar,34.014975,71.58049,"01/17/2014: A roadside bomb detonated in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. The blast killed seven people and injured an unknown number of other people. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Unknown,Unknown Explosive Type,7,0
2014,1,19,Khyber Pakhtunkhwa,Bannu,32.986111,70.604167,"01/19/2014: A remote-controlled explosive device detonated at a Frontier Corps (FC) compound in Bannu town, Khyber Pakhtunkhwa province, Pakistan. The device had been planted in a private vehicle hired to transport FC personnel. At least 25 soldiers were killed and at least 27 others were injured as a result of the blast. Shahidullah Shahid, a spokesperson for Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the attack, stating that it was carried out to avenge the killing of Maulana Waliur Rehman, a TTP commander, in a United States (US) drone strike on May 29, 2013.",Bombing/Explosion,Military,Frontier Corps (FC),Compound,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,25,0
2014,1,20,Punjab,Rawalpindi,33.587775,73.04251,"01/20/2014: A suicide bomber detonated after being intercepted by soldiers in the Royal Artillery Bazar in Rawalpindi city, Punjab province, Pakistan. At least 14 people, including seven soldiers, were killed and at least 24 others were wounded as a result of the blast. Shahidullah Shahid, a spokesperson for Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the attack, stating that it was in response to a military operation in Rawalpindi in 2007 and the killing of a TTP deputy chief in a United States (US) drone strike.",Bombing/Explosion,Military,Pakistan Army,Soldiers,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),14,0
2014,1,21,Balochistan,Mastung district,29.408737,67.189449,"01/21/2014: A suicide bomber drove an explosives-laden vehicle into a bus carrying Shiite pilgrims in Mastung district, Balochistan province, Pakistan. At least 29 people, besides the assailant, were killed and at least 31 others were injured as a result of the blast. Both Lashkar-e-Jhangvi and Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for this attack.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Shia Pilgrims,Pakistan,Lashkar-e-Jhangvi,Vehicle,30,0
